sampleId,ParticipantId,collectionEnd,Days,Latitude,Longitude,melanogaster,simulans,suzukii,busckii,testacea,hydei,mercatorum,repleta,funebris,immigrans,phalerata,subobscura,virilis,INCAL_WindSpeedNorth_daily,INCAL_RainfallRate_daily,INCAL_GlobalRadiation_daily,INCAL_RelativeHumidity_daily,INCAL_AirPressure_daily,INCAL_WindSpeedEast_daily,INCAL_DewPointTemperature_daily,INCAL_Temperature2m_daily,Yearly_TM,Yearly_RR,Yearly_SA,Monthly_TM,Monthly_RR,Monthly_SA,Daily_TX,Daily_TN,Daily_RR,Daily_SA
VCFC_270,VCF24A019,2024-11-02,306,48.20722,16.37597,  0, 0, 0, 0, 0,  0,   3,  0, 0, 0, 0,0, 0, 0.792043295,3.138877e-03, 83.36793,80.45321,102688.3,-0.514494569, 9.6557752,13.090575,14.58838, 756.9610,7310318, 6.318956,  9.071515,335986.6,16.513434,10.642115, 0.146468549,16356.527
VCFC_271,VCF24A147,2024-10-10,283,46.64063,13.89183,213, 5, 0, 0, 0,  0,   5,  0, 0, 0, 0,0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCFC_272,CoordVorhanden,2024-11-04,308,48.47132,15.98141,110, 0, 0, 0, 0,  5,   9,  3, 1, 0, 0,0, 1, 0.016357221,7.810685e-03, 78.75374,87.44116,102740.0,-0.426834077, 8.1553129,10.259018,12.89898, 782.9399,7102478, 4.769059,  7.708146,280109.5,15.274122, 6.890940, 0.240980287,15415.019
VCFC_273,VCF24A162,2024-11-05,309,48.19354,16.36931, 32, 0, 0, 0, 0,  0,   3,  2, 1, 0, 0,0, 0, 0.402472478,3.156041e-03, 79.73477,80.07332,102732.4,-0.195237217, 8.7281092,12.184910,14.50556, 763.8929,7268427, 6.288519,  9.295302,333180.5,15.451563, 9.478664, 0.141137645,16399.914
VCFC_274,VCF24A133,2024-11-06,310,48.24505,16.37221, 33, 0, 0, 0, 0,  1,   0,  3, 0, 0, 0,0, 0, 0.211699530,6.072533e-04, 80.48724,83.27938,102725.0,-0.275777938, 7.8024997,10.691617,13.85212, 777.1276,7352119, 5.590164,  9.903841,325459.4,14.977758, 7.656892, 0.070264326,16142.570
VCFC_275,VCF24A010,2024-10-05,278,48.15257,16.37012, 11, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,-0.463330384,7.670666e-02,108.35733,74.93569,101342.9, 1.067132501, 9.0085645,13.672285,13.52043, 729.4509,7325177,12.649064, 41.069111,423745.8,18.646500,10.285717, 1.869101981,14604.578
VCFC_276,VCF24A010,2024-10-05,278,48.15257,16.37012,  0, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,-0.463330384,7.670666e-02,108.35733,74.93569,101342.9, 1.067132501, 9.0085645,13.672285,13.52043, 729.4509,7325177,12.649064, 41.069111,423745.8,18.646500,10.285717, 1.869101981,14604.578
VCFC_278,VCF24A005,2024-10-08,281,48.20219,16.29594,  0, 0, 0, 0, 0,  0,   0,  7, 0, 0, 0,0, 0,-0.255521401,7.256388e-02, 99.62247,81.30375,101231.4, 0.963699384, 9.2137839,12.560720,13.20311, 845.4929,7228574,12.471852, 45.045708,434484.7,17.152190, 9.469917, 2.380218626,10452.618
VCFC_279,VCF24A001,2024-11-11,315,48.29099,16.33058,181, 0, 0, 0, 0,  1,  86, 13, 0, 0, 0,0, 0,-0.049395605,0.000000e+00, 74.28176,88.98249,102926.1,-0.047282469, 4.6042347, 6.443116,13.11834, 870.5637,6911278, 5.042150, 11.361890,265343.4,12.308866, 3.745095, 0.000000000,15089.335
VCFC_280,VCF24A003,2024-11-02,306,48.24752,16.43900, 16, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0, 0.236826379,6.440441e-03, 79.93828,82.68471,102673.9,-0.551038705, 9.2449338,12.286270,13.73870, 721.7471,7329652, 5.429304,  7.389541,322603.8,16.167674, 8.924443, 0.127317275,15449.399
VCFC_282,VCF24A014,2024-11-07,311,48.25268,16.33831, 19, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0, 0.067840701,7.113606e-06, 80.45932,86.34257,102732.5,-0.036840064, 7.4512020, 9.758883,13.25449, 864.3170,7240516, 5.193047, 11.820111,320146.0,14.434723, 6.738461, 0.033474567,16557.606
VCFC_283,VCF24A010,2024-11-14,318,48.15257,16.37012,  0, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,-0.185079838,7.662514e-04, 63.23269,81.17285,102935.4, 0.373825784, 2.2594378, 5.383668,13.52043, 729.4509,7325177, 5.279424,  9.045635,325960.1,10.169250, 2.342315, 0.026666668,14866.075
VCFC_284,VCF24A010,2024-11-14,318,48.15257,16.37012,  0, 0, 3, 0, 0,  0,   0,  0, 0, 1, 0,0, 0,-0.185079838,7.662514e-04, 63.23269,81.17285,102935.4, 0.373825784, 2.2594378, 5.383668,13.52043, 729.4509,7325177, 5.279424,  9.045635,325960.1,10.169250, 2.342315, 0.026666668,14866.075
VCFC_285,VCF24A005,2024-11-19,323,48.20219,16.29594,  0, 0, 0, 0, 0,  0,   5,  6, 0, 0, 0,0, 0,-0.176139351,1.516439e-02, 51.44757,84.81492,102361.5, 1.174673903, 1.7042697, 4.181352,13.20311, 845.4929,7228574, 5.161450, 12.554454,317876.6, 8.376139, 1.465426, 0.404341013,11132.850
VCFC_286,VCF24A149,2024-11-20,324,48.16594,16.32444,  0, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0, 0,-0.102779669,1.228779e-02, 52.12674,80.67634,102154.4, 1.271975125, 1.1601192, 4.361025,13.52439, 780.4857,7278145, 5.371199, 10.801577,329033.0, 8.265230, 1.640632, 0.375247201, 9765.501
VCFC_287,VCF24A167,2024-11-25,329,48.21736,16.33149,  0, 0, 0, 0, 0,  0,   5,  0, 0, 0, 0,0, 0,-0.180057320,1.501640e-02, 47.59554,77.30742,101752.5, 2.274954141, 0.3979801, 4.176164,13.96078, 812.3582,7300218, 5.825518, 11.177617,330927.9, 7.026009, 2.088539, 0.427182221, 8418.985
VCFC_288,VCF24A084,2024-11-10,314,48.29387,16.29527,196, 4, 0, 0, 0,  1,  10,  1, 0, 2, 0,0, 0, 0.267107823,1.693050e-05, 78.18098,90.89704,102901.9, 0.268956388, 5.5260445, 7.040031,12.79534, 946.0264,6789198, 4.808842, 12.107103,254197.2,12.881297, 4.085565, 0.006666667,14604.085
VCFC_289,VCF24A168,2024-12-03,337,48.20605,16.35915,  0, 0, 0, 0, 0,  0,   0,  0, 0, 0, 0,0,74,-0.417222478,8.727372e-03, 39.20422,73.96453,101992.6, 1.802661149, 0.0803566, 4.480291,14.60256, 774.2355,7321146, 4.441828, 20.360435,293132.2, 7.385626, 2.855585, 0.322083502, 6388.362
VCFC_290,VCF24A004,2024-10-31,304,48.22681,16.16493,  0, 0, 0, 0, 0,  0,   0,  3, 0, 0, 0,0, 0, 1.592072837,1.059051e-02, 84.97472,89.10595,102618.3,-0.710431991, 9.1528493,11.032281,12.19812,1046.7411,6747730,11.796357, 56.254288,393526.1,15.956738, 8.213764, 0.162671798,14485.192
